"","lat","lon","region","season","bottemp.clim","surftemp.clim","depth","bottemp.clim.int","surftemp.clim.int","latgrid","longrid"
"465",42.125,294.125,"DFO_ScotianShelf",1,NA,3.25585240170349,80.4156862745098,5.52366402261738,3.25585240170349,42.5,294.5
"466",42.375,294.125,"DFO_ScotianShelf",1,5.38814814814815,2.12592592592593,89.3611111111111,5.38814814814815,2.12592592592593,42.5,294.5
"467",42.625,294.125,"DFO_ScotianShelf",1,4.5225,2.11355769230769,47.6730769230769,4.5225,2.11355769230769,42.5,294.5
"468",42.875,294.125,"DFO_ScotianShelf",1,3.705,2.65,45,3.705,2.65,42.5,294.5
"469",43.125,294.125,"DFO_ScotianShelf",1,2.53,2.2,43.5,2.53,2.2,43.5,294.5
"470",44.875,294.125,"DFO_ScotianShelf",1,3.495,3.2,80.25,3.495,3.2,44.5,294.5
"471",45.125,294.125,"DFO_ScotianShelf",1,0.525,2.05,40.5,0.525,2.05,45.5,294.5
"473",42.125,294.375,"DFO_ScotianShelf",1,6.3,2.9,133.5,6.3,2.9,42.5,294.5
"474",42.375,294.375,"DFO_ScotianShelf",1,5.13528846153846,1.92980769230769,60.6394230769231,5.13528846153846,1.92980769230769,42.5,294.5
"475",42.625,294.375,"DFO_ScotianShelf",1,3.511375,1.555,50.11875,3.511375,1.555,42.5,294.5
"476",42.875,294.375,"DFO_ScotianShelf",1,3.12,1.85,67,3.12,1.85,42.5,294.5
"477",44.875,294.375,"DFO_ScotianShelf",1,2.305,2.1,50.75,2.305,2.1,44.5,294.5
"478",45.125,294.375,"DFO_ScotianShelf",1,0.58,0.55,41.5,0.58,0.55,45.5,294.5
"479",42.125,294.625,"DFO_ScotianShelf",1,7.83,2.09,131,7.83,2.09,42.5,294.5
"480",42.375,294.625,"DFO_ScotianShelf",1,9.005,1.85,74.25,9.005,1.85,42.5,294.5
"481",42.625,294.625,"DFO_ScotianShelf",1,2.88,1.96541810651863,51.6666666666667,2.88,1.96541810651863,42.5,294.5
"482",42.875,294.625,"DFO_ScotianShelf",1,4.405,3.0375,69.84375,4.405,3.0375,42.5,294.5
"483",43.125,294.625,"DFO_ScotianShelf",1,3.74,1.3,57.5,3.74,1.3,43.5,294.5
"484",44.875,294.625,"DFO_ScotianShelf",1,2.06,1.9,44,2.06,1.9,44.5,294.5
"485",45.125,294.625,"DFO_ScotianShelf",1,2.08,2.37887096774194,37.4435483870968,2.08,2.37887096774194,45.5,294.5
"486",45.375,294.625,"DFO_ScotianShelf",1,-1,-1,29,-1,-1,45.5,294.5
"487",42.625,294.875,"DFO_ScotianShelf",1,3.67,0.95,56,3.67,0.95,42.5,294.5
"488",42.875,294.875,"DFO_ScotianShelf",1,2.75214285714286,1.54285714285714,55.25,2.75214285714286,1.54285714285714,42.5,294.5
"489",43.125,294.875,"DFO_ScotianShelf",1,6.1,0.3,90.5,6.1,0.3,43.5,294.5
"490",43.375,294.875,"DFO_ScotianShelf",1,4.38392857142857,1.16428571428571,82.5714285714286,4.38392857142857,1.16428571428571,43.5,294.5
"491",45.125,294.875,"DFO_ScotianShelf",1,-0.06,0.1,33,-0.06,0.1,45.5,294.5
"492",45.375,294.875,"DFO_ScotianShelf",1,-0.61,0.2,27,-0.61,0.2,45.5,294.5
"493",42.375,295.125,"DFO_ScotianShelf",1,8.99,1,111,8.99,1,42.5,295.5
"494",42.625,295.125,"DFO_ScotianShelf",1,6.4915,1.762,61.96,6.4915,1.762,42.5,295.5
"495",42.875,295.125,"DFO_ScotianShelf",1,5.398,1.887,48.54,5.398,1.887,42.5,295.5
"496",43.125,295.125,"DFO_ScotianShelf",1,1.6825,1.3375,47.1875,1.6825,1.3375,43.5,295.5
"497",43.375,295.125,"DFO_ScotianShelf",1,3.08307692307692,2.49230769230769,55.6538461538462,3.08307692307692,2.49230769230769,43.5,295.5
"498",42.625,295.375,"DFO_ScotianShelf",1,10.43,7.9,124.5,10.43,7.9,42.5,295.5
"499",42.875,295.375,"DFO_ScotianShelf",1,5.35865853658537,1.56673984366966,54.0731707317073,5.35865853658537,1.56673984366966,42.5,295.5
"500",43.125,295.375,"DFO_ScotianShelf",1,3.34794871794872,1.77179487179487,49.5512820512821,3.34794871794872,1.77179487179487,43.5,295.5
"501",43.375,295.375,"DFO_ScotianShelf",1,2.99705882352941,1.45,46.5882352941176,2.99705882352941,1.45,43.5,295.5
"502",43.625,295.375,"DFO_ScotianShelf",1,5.65677419354839,0.893548387096774,74.3709677419355,5.65677419354839,0.893548387096774,43.5,295.5
"503",42.625,295.625,"DFO_ScotianShelf",1,8.86272058823529,2.37527591900692,150.231617647059,8.86272058823529,2.37527591900692,42.5,295.5
"504",42.875,295.625,"DFO_ScotianShelf",1,6.04,1.7,69,6.04,1.7,42.5,295.5
"505",43.125,295.625,"DFO_ScotianShelf",1,3.72,2.6,55.5,3.72,2.6,43.5,295.5
"506",43.375,295.625,"DFO_ScotianShelf",1,4.57,0.85,86.5,4.57,0.85,43.5,295.5
"507",43.625,295.625,"DFO_ScotianShelf",1,6.68315789473684,1.34210526315789,83.8157894736842,6.68315789473684,1.34210526315789,43.5,295.5
"508",43.875,295.625,"DFO_ScotianShelf",1,7.165,-0.4,94.5,7.165,-0.4,43.5,295.5
"509",42.625,295.875,"DFO_ScotianShelf",1,8.86,3.6,188.5,8.86,3.6,42.5,295.5
"510",42.875,295.875,"DFO_ScotianShelf",1,7.21518518518519,2.9,110.740740740741,7.21518518518519,2.9,42.5,295.5
"511",43.125,295.875,"DFO_ScotianShelf",1,2.6325,1.07391507051515,47.6875,2.6325,1.07391507051515,43.5,295.5
"512",43.375,295.875,"DFO_ScotianShelf",1,1.95518518518519,1.09259259259259,50.2222222222222,1.95518518518519,1.09259259259259,43.5,295.5
"513",43.625,295.875,"DFO_ScotianShelf",1,7.21022727272727,-0.377272727272727,121.022727272727,7.21022727272727,-0.377272727272727,43.5,295.5
"514",43.875,295.875,"DFO_ScotianShelf",1,8.92,0.25,108.25,8.92,0.25,43.5,295.5
"515",42.875,296.125,"DFO_ScotianShelf",1,8.04146341463415,1.2390243902439,134.292682926829,8.04146341463415,1.2390243902439,42.5,296.5
"516",43.125,296.125,"DFO_ScotianShelf",1,1.67692307692308,0.630769230769231,55.0384615384615,1.67692307692308,0.630769230769231,43.5,296.5
"517",43.375,296.125,"DFO_ScotianShelf",1,3.25,0.2,55.5,3.25,0.2,43.5,296.5
"518",43.625,296.125,"DFO_ScotianShelf",1,8.9315,0.15,134.7,8.9315,0.15,43.5,296.5
"519",43.875,296.125,"DFO_ScotianShelf",1,7.58071428571429,1.38952380952381,107.285714285714,7.58071428571429,1.38952380952381,43.5,296.5
"520",44.125,296.125,"DFO_ScotianShelf",1,NA,0.901036743726274,94.5,7.79064019708602,0.901036743726274,44.5,296.5
"521",42.875,296.375,"DFO_ScotianShelf",1,9.838,0.1,98.7,9.838,0.1,42.5,296.5
"522",43.125,296.375,"DFO_ScotianShelf",1,7.703,0.805063227128034,84.1555555555556,7.703,0.805063227128034,43.5,296.5
"523",43.375,296.375,"DFO_ScotianShelf",1,9.06,2,113.5,9.06,2,43.5,296.5
"524",43.625,296.375,"DFO_ScotianShelf",1,9.154,1.2384,126.36,9.154,1.2384,43.5,296.5
"525",43.875,296.375,"DFO_ScotianShelf",1,9.28,2.1,124.5,9.28,2.1,43.5,296.5
"526",44.125,296.375,"DFO_ScotianShelf",1,8.11977272727273,-0.564372239191517,97.0227272727273,8.11977272727273,-0.564372239191517,44.5,296.5
"527",42.875,296.625,"DFO_ScotianShelf",1,9.94,2.4,167.5,9.94,2.4,42.5,296.5
"528",43.125,296.625,"DFO_ScotianShelf",1,9.96111111111111,3.35944444444444,80.6527777777778,9.96111111111111,3.35944444444444,43.5,296.5
"529",43.375,296.625,"DFO_ScotianShelf",1,8.94779352226721,1.43477911639217,89.5738866396761,8.94779352226721,1.43477911639217,43.5,296.5
"530",43.875,296.625,"DFO_ScotianShelf",1,8.405,1.30630565244684,74.25,8.405,1.30630565244684,43.5,296.5
"531",44.125,296.625,"DFO_ScotianShelf",1,8.94,-0.155555555555556,92.0555555555556,8.94,-0.155555555555556,44.5,296.5
"532",42.875,296.875,"DFO_ScotianShelf",1,NA,3.29779290549803,92.6503267973856,8.77918071120409,3.29779290549803,42.5,296.5
"533",43.125,296.875,"DFO_ScotianShelf",1,9.53541310541311,1.43388865107687,76.3901360544218,9.53541310541311,1.43388865107687,43.5,296.5
"534",43.375,296.875,"DFO_ScotianShelf",1,8.85736111111111,0.633194444444444,76.5486111111111,8.85736111111111,0.633194444444444,43.5,296.5
"535",43.625,296.875,"DFO_ScotianShelf",1,9.56,2.2,124.5,9.56,2.2,43.5,296.5
"536",43.875,296.875,"DFO_ScotianShelf",1,8.98885714285714,1.73428571428571,61.9571428571429,8.98885714285714,1.73428571428571,43.5,296.5
"537",44.125,296.875,"DFO_ScotianShelf",1,9.04375,-0.266157890218235,98.5769230769231,9.04375,-0.266157890218235,44.5,296.5
"538",42.875,297.125,"DFO_ScotianShelf",1,9.89870769230769,3.70185820460021,93.0776923076923,9.89870769230769,3.70185820460021,42.5,297.5
"539",43.125,297.125,"DFO_ScotianShelf",1,8.75435606060606,2.44313351782739,64.862825859083,8.75435606060606,2.44313351782739,43.5,297.5
"540",43.375,297.125,"DFO_ScotianShelf",1,9.13923376274825,2.22481162303948,57.8803418803419,9.13923376274825,2.22481162303948,43.5,297.5
"541",43.625,297.125,"DFO_ScotianShelf",1,8.73192307692308,1.86269230769231,61.2115384615385,8.73192307692308,1.86269230769231,43.5,297.5
"542",43.875,297.125,"DFO_ScotianShelf",1,9.06111111111111,1.83333333333333,143.222222222222,9.06111111111111,1.83333333333333,43.5,297.5
"543",44.125,297.125,"DFO_ScotianShelf",1,8.52772727272727,3.33867269542729,138,8.52772727272727,3.33867269542729,44.5,297.5
"544",44.375,297.125,"DFO_ScotianShelf",1,8.36,2.1,80.5,8.36,2.1,44.5,297.5
"545",42.875,297.375,"DFO_ScotianShelf",1,9.46251481988144,3.87079755585242,92.9654506763946,9.46251481988144,3.87079755585242,42.5,297.5
"546",43.125,297.375,"DFO_ScotianShelf",1,9.36185072314529,3.35137886356434,58.328762590986,9.36185072314529,3.35137886356434,43.5,297.5
"547",43.375,297.375,"DFO_ScotianShelf",1,7.8155,1.5655,52.6,7.8155,1.5655,43.5,297.5
"548",43.625,297.375,"DFO_ScotianShelf",1,8.50205357142857,2.00100897075426,61.4817291781577,8.50205357142857,2.00100897075426,43.5,297.5
"549",43.875,297.375,"DFO_ScotianShelf",1,9.41941176470588,2.19588235294118,103.647058823529,9.41941176470588,2.19588235294118,43.5,297.5
"550",44.125,297.375,"DFO_ScotianShelf",1,10.39,1.5,81.5,10.39,1.5,44.5,297.5
"551",44.375,297.375,"DFO_ScotianShelf",1,6.78,2,86.5,6.78,2,44.5,297.5
"552",42.875,297.625,"DFO_ScotianShelf",1,8.88257168458781,4.1946463925515,134.301555299539,8.88257168458781,4.1946463925515,42.5,297.5
"553",43.125,297.625,"DFO_ScotianShelf",1,8.16228571428571,2.98527472527473,56.8945054945055,8.16228571428571,2.98527472527473,43.5,297.5
"554",43.375,297.625,"DFO_ScotianShelf",1,7.77265644078144,2.45285900151118,48.3009655785391,7.77265644078144,2.45285900151118,43.5,297.5
"555",43.625,297.625,"DFO_ScotianShelf",1,7.49850529100529,2.50423202646136,50.6707010582011,7.49850529100529,2.50423202646136,43.5,297.5
"556",43.875,297.625,"DFO_ScotianShelf",1,9.757375,2.4265625,79.6585069444444,9.757375,2.4265625,43.5,297.5
"557",44.125,297.625,"DFO_ScotianShelf",1,9.13,0.7,83,9.13,0.7,44.5,297.5
"558",44.375,297.625,"DFO_ScotianShelf",1,9.476,0.34,109.5,9.476,0.34,44.5,297.5
"559",42.875,297.875,"DFO_ScotianShelf",1,10.0714414414414,3.35675675675676,125.004504504505,10.0714414414414,3.35675675675676,42.5,297.5
"560",43.125,297.875,"DFO_ScotianShelf",1,8.49839133089133,3.12515754009069,58.5635976021614,8.49839133089133,3.12515754009069,43.5,297.5
"561",43.375,297.875,"DFO_ScotianShelf",1,8.68552605779154,2.52783070715268,54.9225885515497,8.68552605779154,2.52783070715268,43.5,297.5
"562",43.625,297.875,"DFO_ScotianShelf",1,8.1759418767507,1.88795131952152,55.8296011586453,8.1759418767507,1.88795131952152,43.5,297.5
"563",43.875,297.875,"DFO_ScotianShelf",1,9.01409523809524,2.47995249911379,69.1709559257946,9.01409523809524,2.47995249911379,43.5,297.5
"564",44.125,297.875,"DFO_ScotianShelf",1,8.21628869338547,1.94127193988883,72.2032149451504,8.21628869338547,1.94127193988883,44.5,297.5
"565",44.375,297.875,"DFO_ScotianShelf",1,9.23,0.2,121,9.23,0.2,44.5,297.5
"566",44.625,297.875,"DFO_ScotianShelf",1,6.97,0.0945454545454545,81.5909090909091,6.97,0.0945454545454545,44.5,297.5
"567",42.875,298.125,"DFO_ScotianShelf",1,7.9822,4.6098496929178,154.814324324324,7.9822,4.6098496929178,42.5,298.5
"568",43.125,298.125,"DFO_ScotianShelf",1,7.18388492063492,3.20621469955937,57.7571671907757,7.18388492063492,3.20621469955937,43.5,298.5
"569",43.375,298.125,"DFO_ScotianShelf",1,3.88560975609756,2.75661611404968,48.7837398373984,3.88560975609756,2.75661611404968,43.5,298.5
"570",43.625,298.125,"DFO_ScotianShelf",1,NA,2.33541382025564,45.6445340501792,6.68625664784654,2.33541382025564,43.5,298.5
"571",43.875,298.125,"DFO_ScotianShelf",1,7.56563007990081,2.90284084450731,63.3597502859321,7.56563007990081,2.90284084450731,43.5,298.5
"572",44.125,298.125,"DFO_ScotianShelf",1,NA,4.20495294659544,78.0710784313726,6.67770190069714,4.20495294659544,44.5,298.5
"573",44.375,298.125,"DFO_ScotianShelf",1,8.03372983870968,2.53905241935484,91.4420362903226,8.03372983870968,2.53905241935484,44.5,298.5
"574",44.625,298.125,"DFO_ScotianShelf",1,6.7025,0.421396950273866,80.8371318373072,6.7025,0.421396950273866,44.5,298.5
"575",44.875,298.125,"DFO_ScotianShelf",1,0.3,-0.29,62,0.3,-0.29,44.5,298.5
"576",43.125,298.375,"DFO_ScotianShelf",1,7.30678881787346,3.78727065687935,109.986655373612,7.30678881787346,3.78727065687935,43.5,298.5
"577",43.375,298.375,"DFO_ScotianShelf",1,5.49729155665082,2.37381388253242,43.2810831426392,5.49729155665082,2.37381388253242,43.5,298.5
"578",43.625,298.375,"DFO_ScotianShelf",1,2.89845108695652,2.71386335403727,35.239926242236,2.89845108695652,2.71386335403727,43.5,298.5
"579",43.875,298.375,"DFO_ScotianShelf",1,4.96310972886762,2.34561665004425,39.532946486138,4.96310972886762,2.34561665004425,43.5,298.5
"580",44.125,298.375,"DFO_ScotianShelf",1,7.41638888888889,1.31296636332906,66.1966374269006,7.41638888888889,1.31296636332906,44.5,298.5
"581",44.375,298.375,"DFO_ScotianShelf",1,8.47444566544567,0.787375183629139,83.5250305250305,8.47444566544567,0.787375183629139,44.5,298.5
"582",44.625,298.375,"DFO_ScotianShelf",1,8.31719047619048,0.244028165945072,91.93670995671,8.31719047619048,0.244028165945072,44.5,298.5
"583",44.875,298.375,"DFO_ScotianShelf",1,2.49045454545455,-0.788030303030303,72.9318181818182,2.49045454545455,-0.788030303030303,44.5,298.5
"584",43.125,298.625,"DFO_ScotianShelf",1,7.99875,2.91451003786543,115.313717532468,7.99875,2.91451003786543,43.5,298.5
"585",43.375,298.625,"DFO_ScotianShelf",1,3.50384603335261,2.40676522069245,42.40819120116,3.50384603335261,2.40676522069245,43.5,298.5
"586",43.625,298.625,"DFO_ScotianShelf",1,2.04223972922502,2.53205461101009,30.1269190368455,2.04223972922502,2.53205461101009,43.5,298.5
"587",43.875,298.625,"DFO_ScotianShelf",1,3.39339203934358,2.56530592676934,34.2672364715048,3.39339203934358,2.56530592676934,43.5,298.5
"588",44.125,298.625,"DFO_ScotianShelf",1,5.7208064516129,2.89973416965352,66.1288082437276,5.7208064516129,2.89973416965352,44.5,298.5
"589",44.375,298.625,"DFO_ScotianShelf",1,7.41535958047456,1.23698245046294,81.0887650085763,7.41535958047456,1.23698245046294,44.5,298.5
"590",44.625,298.625,"DFO_ScotianShelf",1,5.66682615629984,0.158867063322994,73.7745215311005,5.66682615629984,0.158867063322994,44.5,298.5
"591",44.875,298.625,"DFO_ScotianShelf",1,1.70731893837157,-0.380101964312491,63.0845329134803,1.70731893837157,-0.380101964312491,44.5,298.5
"592",43.375,298.875,"DFO_ScotianShelf",1,4.45527631578947,2.3334577591082,54.160230829421,4.45527631578947,2.3334577591082,43.5,298.5
"593",43.625,298.875,"DFO_ScotianShelf",1,1.97672970807558,2.07015472872155,32.4371516164994,1.97672970807558,2.07015472872155,43.5,298.5
"594",43.875,298.875,"DFO_ScotianShelf",1,1.94692280701754,2.46277385245473,29.0202284034374,1.94692280701754,2.46277385245473,43.5,298.5
"595",44.125,298.875,"DFO_ScotianShelf",1,4.14926461988304,1.81514951789446,39.3487616099071,4.14926461988304,1.81514951789446,44.5,298.5
"596",44.375,298.875,"DFO_ScotianShelf",1,3.69741025641026,1.10581316544323,51.3812984496124,3.69741025641026,1.10581316544323,44.5,298.5
"597",44.625,298.875,"DFO_ScotianShelf",1,NA,0.737721574046415,53.9133333333333,3.52682154880712,0.737721574046415,44.5,298.5
"598",44.875,298.875,"DFO_ScotianShelf",1,2.03965337643678,-0.528618893678161,90.6023706896552,2.03965337643678,-0.528618893678161,44.5,298.5
"599",45.125,298.875,"DFO_ScotianShelf",1,1.38,-1.39,93.5,1.38,-1.39,45.5,298.5
"600",43.375,299.125,"DFO_ScotianShelf",1,7.24517987572887,2.65188701092088,96.0663936215444,7.24517987572887,2.65188701092088,43.5,299.5
"601",43.625,299.125,"DFO_ScotianShelf",1,2.15674604149604,2.06559153084025,33.6754812804608,2.15674604149604,2.06559153084025,43.5,299.5
"602",43.875,299.125,"DFO_ScotianShelf",1,2.22570043777361,2.3619770879527,23.8511996133947,2.22570043777361,2.3619770879527,43.5,299.5
"603",44.125,299.125,"DFO_ScotianShelf",1,0.362004830917874,0.782350302750743,25.9669650468883,0.362004830917874,0.782350302750743,44.5,299.5
"604",44.375,299.125,"DFO_ScotianShelf",1,2.2926645021645,1.01217266866827,55.7471124620061,2.2926645021645,1.01217266866827,44.5,299.5
"605",44.625,299.125,"DFO_ScotianShelf",1,3.17230056272757,0.65921280232771,64.9829526646806,3.17230056272757,0.65921280232771,44.5,299.5
"606",44.875,299.125,"DFO_ScotianShelf",1,2.11043580303728,-0.0391397218580021,107.163165237278,2.11043580303728,-0.0391397218580021,44.5,299.5
"607",45.125,299.125,"DFO_ScotianShelf",1,2.1,-1.11,91,2.1,-1.11,45.5,299.5
"608",43.375,299.375,"DFO_ScotianShelf",1,7.60877331577792,1.58877837248234,89.040061992539,7.60877331577792,1.58877837248234,43.5,299.5
"609",43.625,299.375,"DFO_ScotianShelf",1,1.94296108794918,1.77154169977717,33.9469903960691,1.94296108794918,1.77154169977717,43.5,299.5
"610",43.875,299.375,"DFO_ScotianShelf",1,1.54669642857143,1.67504099154006,22.8177339901478,1.54669642857143,1.67504099154006,43.5,299.5
"611",44.125,299.375,"DFO_ScotianShelf",1,1.75184283625731,1.38243786549708,36.4027046783626,1.75184283625731,1.38243786549708,44.5,299.5
"612",44.375,299.375,"DFO_ScotianShelf",1,3.67461017497631,1.79760148465436,65.4751750918799,3.67461017497631,1.79760148465436,44.5,299.5
"613",44.625,299.375,"DFO_ScotianShelf",1,0.706170289855072,0.763820356606338,31.4962344720497,0.706170289855072,0.763820356606338,44.5,299.5
"614",44.875,299.375,"DFO_ScotianShelf",1,1.65420685245965,-0.430832273582157,91.9740433904345,1.65420685245965,-0.430832273582157,44.5,299.5
"615",45.125,299.375,"DFO_ScotianShelf",1,2.11909395243685,-0.149508925342886,67.0766759466602,2.11909395243685,-0.149508925342886,45.5,299.5
"616",43.375,299.625,"DFO_ScotianShelf",1,7.63333333333333,2.67758620689655,75.0114942528736,7.63333333333333,2.67758620689655,43.5,299.5
"617",43.625,299.625,"DFO_ScotianShelf",1,1.66768518518519,2.23515263192552,37.4306363325351,1.66768518518519,2.23515263192552,43.5,299.5
"618",43.875,299.625,"DFO_ScotianShelf",1,1.41525,1.793008986507,25.6071759259259,1.41525,1.793008986507,43.5,299.5
